Month,Weekly_Sales
3,14708.62
3,21529.14
3,31669.24
3,21043.39
3,98175.35
3,21498.92
3,45046.81
3,23766.82
3,10819.46
3,112048.41
3,13267.5
3,18201.88
3,63668.62
3,14410.07
3,18114.67
3,12793.17
3,61326.35
3,15331.75
3,10372.48
3,17864.32
3,63593.12
3,17426.63
3,25605.58
3,28208.0
3,34342.64
3,35833.07
3,124418.65
3,18911.79
3,59799.42
3,12253.4
3,12386.15
3,11709.0
3,73943.62
3,43615.49
3,41742.21
3,30287.91
3,11836.32
3,32604.49
3,31733.15
3,15871.19
3,11201.0
3,22136.64
3,12738.78
3,41069.55
3,22711.59
3,71165.72
3,14590.87
3,36807.21
3,20132.03
3,117716.13
3,34118.11
3,11323.78
3,127434.37
3,11097.8
3,18348.98
3,62781.44
3,11792.55
3,12213.5
3,33367.99
3,64718.53
3,19738.42
3,57384.35
3,18317.46
3,13394.0
3,63250.87
3,12917.55
3,33731.81
3,76760.92
3,28002.01
3,34188.52
3,22632.57
3,29223.39
3,33872.07
3,11836.92
3,10366.85
3,30294.48
3,55614.69
3,26679.52
3,13876.5
3,41892.55
3,19105.92
3,26229.21
3,59159.95
3,11310.4
3,35431.73
3,113117.35
3,29871.06
3,14385.66
3,12832.47
3,27897.97
3,16254.21
3,17592.13
3,10604.88
3,10063.69
3,16803.77
3,38971.89
3,11865.53
3,40796.33
3,55082.4
3,57837.28
3,95855.41
3,31406.96
3,16479.16
3,116688.75
3,23926.34
3,71666.24
4,47450.5
4,13435.38
4,11157.08
4,22427.62
4,12755.33
4,40910.94
4,50079.67
4,38104.53
4,25435.02
4,46060.69
4,37809.49
4,14810.01
4,32893.64
4,10625.15
4,111466.37
4,17916.41
4,57258.43
4,13928.36
4,14964.5
4,12033.5
4,10282.66
4,30149.2
4,21762.46
4,63245.0
4,18666.57
4,14333.75
4,62278.04
4,126907.41
4,29967.92
4,57845.36
4,101566.87
4,38151.58
4,77280.42
4,66172.11
4,29649.34
4,31794.04
4,14740.14
4,19053.49
4,17695.89
4,37815.5
4,10179.29
4,52976.67
4,13863.66
4,10895.18
4,42960.91
4,26113.67
4,37638.44
4,129466.97
4,18516.45
4,98689.46
4,116770.82
4,46549.73
4,66795.56
4,12874.07
4,59141.39
4,29922.64
4,32544.27
4,16418.64
4,21678.02
4,69441.1
4,20516.64
4,43346.92
4,10109.0
4,30023.4
4,34145.96
4,11185.09
4,12217.58
4,12906.0
4,32486.28
4,22186.81
4,36174.43
4,60177.2
4,17678.66
4,75592.52
4,17682.48
4,13987.13
4,33866.82
4,12360.85
4,45025.02
4,31171.25
4,59543.22
4,36663.26
4,11570.27
4,19811.02
4,12309.14
4,13632.64
4,128626.08
4,19330.26
4,67716.6
4,126341.84
4,10791.63
4,58400.17
4,28782.86
4,11187.99
4,28518.47
4,16347.63
4,77602.0
4,32135.69
4,16566.09
4,32890.54
4,67420.53
4,38711.22
4,17596.96
4,19991.95
4,34740.19
4,73155.28
4,63631.89
4,32134.61
4,17394.72
4,15583.62
4,11295.45
4,12738.26
4,42222.53
4,110204.77
4,12749.37
4,12504.5
4,36058.1
4,44418.11
4,19377.76
4,10156.01
4,29464.0
4,18534.4
4,17349.9
4,30756.13
4,51604.72
4,60764.62
4,58623.36
4,11556.42
4,16145.35
4,55781.92
4,11082.83
4,16204.99
4,17825.26
4,24664.06
4,111703.46
4,24763.98
4,56051.87
4,28230.72
4,32946.13
4,27455.91
4,29091.15
4,33806.71
4,13262.63
4,68521.99
4,87205.88
4,14283.64
4,48858.08
4,16555.11
4,36717.2
4,24035.42
4,107648.14
4,11435.6
4,12172.32
4,31240.73
4,30450.45
4,18274.46
4,45971.3
4,11439.61
4,60744.62
4,38131.53
4,10651.84
4,10679.49
4,10712.5
4,34168.23
4,57805.71
4,22723.48
4,20001.75
4,55901.42
4,127811.89
4,29095.46
4,10546.89
4,33437.8
4,109579.6
4,22006.41
4,55068.72
4,30666.59
4,13879.7
4,28836.25
4,67584.03
4,17115.38
4,18120.31
5,40113.4
5,17413.94
5,27588.34
5,14460.84
5,125592.28
5,52933.2
5,11062.66
5,67595.65
5,14878.8
5,70383.0
5,47903.01
5,32902.69
5,61099.85
5,41094.12
5,44039.92
5,22172.27
5,11805.33
5,37168.34
5,19219.2
5,76733.25
5,31614.83
5,15135.17
5,34449.36
5,17902.17
5,11085.84
5,35393.78
5,15356.54
5,19260.44
5,11446.25
5,39104.1
5,20457.62
5,28928.31
5,107634.21
5,132217.62
5,12761.39
5,10972.91
5,17893.1
5,66019.35
5,78903.78
5,120247.9
5,19986.37
5,29631.17
5,12803.67
5,43675.61
5,54394.6
5,35355.34
5,18926.74
5,36499.93
5,18294.5
5,33131.69
5,34298.89
5,23301.17
5,10565.14
5,68273.13
5,73925.66
5,16891.66
5,44148.02
5,14678.22
5,91179.51
5,33943.35
5,10266.86
5,17814.39
5,18771.35
5,126004.12
5,14806.08
5,30719.18
5,64325.26
5,33657.7
5,11247.0
5,18715.88
5,16167.09
5,25385.09
5,26568.32
5,12519.08
5,13934.33
5,20697.6
5,12395.06
5,28081.1
5,14773.04
5,38569.83
5,10848.88
5,44319.15
5,16157.17
5,34442.73
5,12235.62
5,10502.54
5,11480.15
5,59289.04
5,60163.57
5,17328.64
5,53707.85
5,27798.19
5,57772.04
5,80273.34
5,27266.41
5,35571.47
5,11805.5
5,30922.75
5,18845.98
5,38638.64
5,30190.72
5,31165.21
5,14001.84
5,28726.86
5,14381.02
5,10477.58
5,32975.76
5,120036.99
5,117117.65
5,26197.6
5,71026.5
5,15784.6
5,35046.1
5,17229.66
5,10256.27
5,36911.59
5,38347.52
5,60155.18
5,15580.43
5,12218.11
5,11711.59
5,87937.0
5,44619.52
5,53686.79
5,36380.36
5,28638.96
5,11876.34
5,31378.88
5,13976.83
5,28195.06
5,30171.25
5,14905.3
5,121902.19
5,70245.24
5,11445.67
5,56109.3
5,58985.55
5,11229.88
5,23409.56
5,29811.88
5,32034.24
5,28393.85
5,30894.79
5,45861.03
5,111704.67
5,19693.66
5,10033.06
6,35181.47
6,12515.03
6,12881.32
6,17558.09
6,48754.47
6,41388.81
6,22932.26
6,71718.04
6,133056.97
6,44563.68
6,16317.32
6,14491.35
6,64495.92
6,36263.69
6,42732.59
6,16789.53
6,30186.24
6,47485.63
6,38638.6
6,35109.14
6,59985.57
6,13504.5
6,22445.36
6,76433.03
6,20519.54
6,34227.73
6,38128.15
6,58507.93
6,10994.44
6,96137.67
6,40548.19
6,36317.39
6,126058.88
6,28857.18
6,13358.92
6,26910.46
6,64201.0
6,30813.12
6,26806.72
6,14347.95
6,13923.38
6,39657.1
6,14514.85
6,37297.1
6,16637.62
6,74300.41
6,36579.96
6,31807.72
6,34036.53
6,13516.74
6,34934.23
6,10889.4
6,34564.68
6,70982.33
6,21817.36
6,28149.18
6,11220.75
6,26789.3
6,54805.3
6,15921.66
6,11594.04
6,24072.22
6,134711.49
6,105539.53
6,20377.63
6,47089.54
6,41297.84
6,78256.58
6,10784.84
6,18551.52
6,131995.0
6,66093.15
6,39165.29
6,34807.01
6,33387.48
6,69326.03
6,36307.14
6,12132.61
6,12869.0
6,15898.96
6,35059.52
6,29943.17
6,35133.09
6,12693.5
6,66420.45
6,16216.27
6,24934.43
6,53618.54
6,11629.41
6,26984.25
6,86860.94
6,44428.71
6,18936.81
6,43244.02
6,34603.43
6,19778.44
6,10764.54
6,12443.97
6,30070.24
6,126911.43
6,134118.05
6,27795.85
6,10119.0
6,32177.66
6,77651.52
6,17940.03
6,31260.27
6,29521.94
6,12528.26
6,13005.0
6,39460.59
6,28912.18
6,12979.99
6,11758.06
6,38697.24
6,19054.58
6,10562.29
6,34454.69
6,79026.15
6,16328.72
6,34040.35
6,13454.31
6,24514.39
6,27966.9
6,110276.03
6,10956.25
6,51298.1
6,42363.96
6,61964.14
6,34121.08
6,12132.76
6,10498.22
6,31667.6
6,73325.44
6,27161.66
6,11254.16
6,56665.73
6,33731.24
6,45299.92
6,20309.52
6,120172.47
6,17824.37
6,57418.46
7,11466.06
7,33726.13
7,56751.6
7,14864.7
7,37745.99
7,23137.32
7,22589.0
7,42866.79
7,42866.79
7,42866.79
7,42866.79
7,42866.79
7,42866.79
7,32420.4
7,21032.55
7,29779.96
7,19082.57
7,11393.34
7,10504.25
7,47077.72
7,26880.74
7,41214.94
7,18887.71
7,59462.22
7,78602.71
7,16333.14
7,35580.01
7,39773.71
7,36242.12
7,18581.75
7,10139.42
7,100958.25
7,124821.44
7,11627.5
7,69962.56
7,13494.79
7,10720.79
7,77414.63
7,15032.03
7,54315.84
7,33515.6
7,11287.52
7,38404.83
7,35320.41
7,19092.69
7,64929.24
7,78068.53
7,27604.86
7,22767.34
7,15358.43
7,20249.54
7,46752.12
7,68003.36
7,33138.28
7,15996.89
7,32226.46
7,34721.25
7,27298.6
7,17688.76
7,133820.17
7,35796.64
7,41056.4
7,11898.06
7,33614.93
7,10987.53
7,87346.14
7,11345.7
7,22121.47
7,19259.43
7,34523.84
7,10287.0
7,126241.2
7,39781.45
7,54176.59
7,10239.51
7,30200.62
7,40150.0
7,13751.3
7,17918.22
7,13550.19
7,19092.63
7,33171.72
7,65960.35
7,66316.42
7,31341.38
7,35429.54
7,44339.2
7,126469.77
7,35072.17
7,60224.73
7,27781.28
7,22666.55
7,71934.19
7,12663.38
7,29250.38
7,80431.55
7,31829.94
7,32796.05
7,13884.6
7,10391.77
7,18118.18
7,29763.52
7,17150.84
7,10174.33
7,11928.01
7,121386.73
7,19234.02
7,35234.66
7,15660.62
7,16545.46
7,11945.81
7,17313.46
7,40552.37
7,58125.31
7,115276.81
7,28636.43
7,16930.62
7,59219.34
7,32544.27
7,11743.8
7,20029.1
7,31706.54
7,34350.12
7,16361.87
7,59855.9
7,66892.44
7,32929.9
7,30078.61
7,52239.9
7,44763.33
7,71207.64
7,33638.52
7,29353.14
7,36624.71
7,28115.79
7,24642.3
7,14280.47
7,19079.5
7,12416.75
7,116256.35
7,15360.45
7,17424.93
7,20200.65
7,15771.6
7,16472.48
7,29315.71
7,33568.19
7,11634.37
7,15881.65
7,55362.08
7,12421.92
7,45833.77
7,27202.87
7,57827.97
7,52943.16
7,36419.68
7,26789.66
7,17709.46
7,31662.07
7,20915.95
7,29275.56
7,39298.49
7,13693.26
7,38018.99
7,109943.02
7,108781.57
7,29613.51
7,18959.82
7,36106.41
7,22017.61
7,76542.81
7,15166.99
7,69626.13
7,12104.31
7,18044.49
7,56893.45
7,20456.24
7,15381.82
8,37436.74
8,11091.06
8,42038.03
8,31201.67
8,10293.02
8,26719.02
8,57414.42
8,40973.88
8,18429.47
8,68302.1
8,34833.35
8,69274.95
8,14404.15
8,65856.36
8,12887.52
8,43224.38
8,16926.17
8,50031.73
8,14102.24
8,21842.57
8,39070.7
8,19224.82
8,37289.02
8,17325.53
8,93809.75
8,22200.83
8,31233.67
8,47141.7
8,35078.09
8,131128.96
8,78840.85
8,19380.82
8,10210.44
8,24218.72
8,17508.41
8,136852.18
8,11454.96
8,15544.62
8,37470.84
8,10872.75
8,52672.69
8,69486.59
8,30640.54
8,66025.47
8,12236.16
8,16914.11
8,37869.12
8,30250.16
8,32326.19
8,30376.79
8,29938.23
8,131288.83
8,29307.77
8,42051.15
8,78915.6
8,16193.2
8,19178.36
8,32838.77
8,13579.21
8,76608.54
8,45475.69
8,11488.27
8,23288.59
8,73460.08
8,18684.26
8,36461.66
8,132948.33
8,16742.12
8,15536.4
8,20503.99
8,31271.9
8,10074.71
8,11884.61
8,13294.0
8,33496.7
8,62615.88
8,10592.72
8,29172.25
8,41509.62
8,13260.23
8,10751.74
8,61192.75
8,32249.35
8,31789.86
8,39706.1
8,41101.93
8,53735.68
8,70299.21
8,17223.95
8,62691.49
8,35527.92
8,49754.17
8,14881.25
8,10119.6
8,72447.85
8,28801.37
8,120613.35
8,22837.21
8,10173.93
8,124601.48
8,28518.24
8,15412.44
8,17821.71
8,15204.72
8,16702.11
8,15740.13
8,44878.45
8,21062.68
8,10421.34
8,16678.75
8,26519.58
8,11546.03
8,34848.72
8,10160.03
8,18042.55
8,41175.86
8,10036.31
8,13387.21
8,53819.66
8,28990.87
8,34298.59
8,36404.6
8,49623.53
8,60797.36
8,11156.75
8,51159.17
8,31655.17
8,21282.09
8,69272.76
8,13570.32
8,114325.82
8,19682.2
8,26519.68
8,55448.05
8,117929.58
8,31272.68
8,11259.78
8,16309.44
8,31692.56
8,56957.43
8,16489.07
8,10532.33
8,19860.51
8,36690.76
8,27605.17
8,77852.74
8,15089.91
8,18845.23
8,10581.34
8,28311.76
8,15793.87
8,13828.44
8,14737.16
8,16038.14
9,13995.39
9,17303.3
9,60555.12
9,22888.26
9,44863.15
9,19081.8
9,48940.83
9,10118.25
9,33457.07
9,64285.98
9,39639.39
9,90990.93
9,16241.78
9,11239.43
9,130199.04
9,124220.1
9,39538.08
9,68070.49
9,49015.05
9,36014.75
9,13015.08
9,18005.65
9,38321.88
9,35562.68
9,43630.1
9,11691.33
9,64708.91
9,15390.52
9,79049.67
9,10282.67
9,19045.76
9,30199.35
9,19146.83
9,28420.73
9,16173.15
9,18797.69
9,59179.16
9,45182.5
9,16107.93
9,12134.69
9,10724.56
9,74834.54
9,38996.39
9,22643.73
9,34512.69
9,39921.6
9,134373.61
9,12884.22
9,32256.12
9,64872.11
9,39525.93
9,78481.32
9,10138.47
9,16086.08
9,125027.49
9,11125.38
9,78235.77
9,20824.49
9,18400.52
9,44555.16
9,18194.74
9,32404.72
9,30035.78
9,11146.79
9,17349.06
9,17776.56
9,32737.89
9,68960.79
9,40143.87
9,36603.78
9,16198.34
9,31291.01
9,60505.14
9,25585.71
9,13783.27
9,66229.7
9,44681.64
9,35442.67
9,19354.23
9,17672.01
9,68491.35
9,15589.89
9,76162.38
9,129176.82
9,10722.46
9,56516.67
9,124372.9
9,13938.16
9,16773.5
9,10745.44
9,74851.3
9,17397.01
9,38416.22
9,43582.89
9,16553.48
9,10739.64
9,29212.99
9,28481.77
9,12760.14
9,28747.53
9,37790.47
9,15862.61
9,17499.58
9,33762.32
9,33999.01
9,14457.98
9,11847.72
9,110184.21
9,54232.52
9,14857.74
9,57245.19
9,13060.87
9,29097.1
9,15671.19
9,18122.52
9,27292.08
9,55407.67
9,39528.86
9,15994.65
9,10450.29
9,31177.11
9,37293.43
9,36673.43
9,42477.49
9,69826.6
9,16215.81
9,17168.59
9,87720.98
9,31381.97
9,27585.27
9,114702.69
9,18227.39
9,57661.06
9,17039.38
9,26864.57
9,32497.43
9,15325.49
10,118966.9
10,20094.19
10,57022.45
10,17058.26
10,16248.15
10,18377.92
10,31074.81
10,16227.08
10,10344.16
10,58034.24
10,12943.86
10,46866.41
10,58625.28
10,29764.24
10,10911.03
10,20110.05
10,112126.81
10,32954.82
10,39017.88
10,10672.47
10,45829.02
10,56157.83
10,40474.22
10,34658.25
10,28460.62
10,16481.79
10,23381.38
10,44977.91
10,73315.81
10,15460.88
10,113009.41
10,34912.45
10,27930.71
10,23388.03
10,10343.22
10,68156.49
10,11414.81
10,138866.0
10,10195.94
10,19605.53
10,10103.94
10,10845.93
10,30734.05
10,42895.54
10,22254.42
10,18378.25
10,11883.66
10,10081.8
10,37839.71
10,30051.47
10,35836.59
10,22280.97
10,37770.25
10,59429.87
10,60790.29
10,73532.13
10,42139.25
10,12108.86
10,10543.31
10,10294.64
10,35966.67
10,78810.39
10,16350.96
10,73963.61
10,11501.93
10,46387.54
10,35772.82
10,19853.57
10,120764.22
10,16474.09
10,29979.34
10,25795.25
10,133453.67
10,11173.48
10,11031.93
10,11695.24
10,32288.91
10,16713.94
10,35440.08
10,21079.88
10,17361.19
10,26978.34
10,32775.14
10,67012.06
10,13215.64
10,33747.68
10,38436.02
10,38749.62
10,43110.79
10,55682.39
10,59131.49
10,10663.59
10,16296.65
10,73027.2
10,17717.02
10,17350.62
10,72397.15
10,29799.61
10,30490.19
10,31226.99
10,11526.6
10,30847.4
10,34693.27
10,20443.05
10,123510.99
10,78665.06
10,115463.1
10,10345.97
10,55953.41
10,30302.47
10,34301.02
10,20808.34
10,32393.82
10,11710.03
10,11604.42
10,37976.64
10,25543.04
10,17609.38
10,16165.56
10,16832.19
10,15395.27
10,34712.4
10,32659.74
10,19525.85
10,42371.48
10,11895.44
10,14968.65
10,27483.45
10,28439.7
10,58959.85
10,71814.32
10,53704.97
10,10390.81
10,26805.78
10,69060.72
10,54444.19
10,32902.26
10,110052.15
10,31057.77
10,18038.28
10,34596.86
10,20957.34
10,116370.47
10,17598.98
10,40137.15
10,32281.74
10,12769.66
10,38640.93
10,25548.97
10,31330.47
10,34917.77
10,16377.46
10,16666.41
10,27408.24
10,37762.12
10,35202.44
10,44081.33
10,11955.77
10,22455.8
10,19134.38
10,10949.11
10,70733.35
10,15570.63
10,54154.79
10,70851.19
10,56830.05
10,13129.49
10,54463.34
10,55868.01
10,25464.1
10,27262.22
10,105793.4
11,38960.78
11,48794.36
11,140504.41
11,35669.19
11,53902.35
11,19136.58
11,41085.66
11,23903.81
11,12338.25
11,34238.88
11,10713.05
11,13601.15
11,14092.03
11,37980.55
11,21850.85
11,18063.45
11,77547.67
11,77903.38
11,28962.33
11,11084.68
11,39589.08
11,12562.6
11,15412.29
11,60344.73
11,12033.61
11,36182.58
11,25063.26
11,46381.43
11,26416.48
11,69542.18
11,31543.83
11,10107.0
11,27824.48
11,53352.96
11,110332.92
11,62762.19
11,36817.35
11,39369.0
11,29531.38
11,144909.63
11,11137.4
11,11313.89
11,44777.94
11,17690.36
11,19549.39
11,21019.7
11,36255.13
11,11433.3
11,16218.9
11,77214.95
11,21473.78
11,52564.16
11,37167.49
11,65468.22
11,21880.47
11,29813.66
11,23698.89
11,10234.34
11,35527.64
11,43194.49
11,13837.16
11,26288.47
11,21370.42
11,35008.03
11,15510.94
11,79428.8
11,28019.2
11,82395.79
11,59117.63
11,10447.25
11,110209.31
11,79474.21
11,157621.22
11,38446.26
11,34043.14
11,10675.61
11,15020.49
11,32072.93
11,16465.14
11,41443.25
11,10086.41
11,20964.18
11,19552.84
11,23243.67
11,15807.45
11,37078.61
11,28073.27
11,10469.5
11,62166.33
11,24313.72
11,35759.26
11,73121.25
11,26066.48
11,24137.46
11,55213.82
11,27561.57
11,81642.89
11,29383.02
11,107544.02
11,34756.36
11,16193.03
11,14059.26
11,23106.93
11,58214.46
11,19788.98
11,24716.49
11,32756.5
11,10290.44
11,18820.29
11,10706.81
11,18640.46
11,33967.24
11,45681.98
11,55973.77
11,81660.77
11,30865.64
11,44504.17
11,13337.59
11,34099.53
11,46201.27
11,20163.69
11,196810.42
11,24770.41
11,91012.78
11,15769.67
11,28754.58
11,170904.79
11,19282.0
11,106015.41
11,30448.4
11,34927.63
11,11918.3
11,61809.29
11,38371.99
11,29147.2
11,11915.5
11,70158.86
11,17295.5
11,10593.12
11,72635.06
11,16373.34
11,17693.74
11,31090.69
11,40817.18
11,33328.17
11,11504.57
11,38256.98
11,57154.78
11,56333.22
12,36222.74
12,32861.33
12,100834.31
12,36472.02
12,10253.73
12,44405.02
12,56070.53
12,10856.85
12,11045.34
12,30659.4
12,29564.78
12,119421.7
12,10262.38
12,23153.17
12,87338.34
12,36170.88
12,25685.14
12,37110.55
12,45989.26
12,22517.56
12,47406.83
12,26820.53
12,54268.03
12,63116.31
12,73277.05
12,26558.42
12,52678.88
12,18661.25
12,53845.12
12,11624.3
12,10536.65
12,18473.14
12,21979.41
12,13560.2
12,24834.59
12,51969.94
12,17685.93
12,12927.02
12,145313.14
12,33269.22
12,111384.36
12,31497.65
12,12258.11
12,63896.89
12,44605.69
12,29846.11
12,36498.68
12,19587.66
12,47266.75
12,11294.51
12,26809.63
12,72089.33
12,50531.16
12,45843.52
12,26639.65
12,11219.78
12,12446.8
12,49517.17
12,14341.46
12,46955.82
12,69386.52
12,60654.17
12,27581.07
12,63496.85
12,11086.99
12,20224.52
12,10646.0
12,35188.54
12,11917.53
12,34749.11
12,36364.31
12,28569.66
12,17072.7
12,28246.47
12,31241.47
12,22154.5
12,79620.55
12,156941.48
12,18101.81
12,20124.62
12,10331.13
12,12313.4
12,11790.19
12,59589.48
12,10135.43
12,13589.23
12,116521.67
12,44912.86
12,67832.13
12,11557.72
12,31340.51
12,11986.84
12,96198.12
12,28357.4
12,29029.83
12,12078.11
12,62733.74
12,49303.28
12,35237.93
12,35120.62
12,62562.19
12,10481.37
12,41179.88
12,41964.81
12,13940.0
12,31913.56
12,28642.28
12,28597.5
12,13318.9
12,36961.11
12,75554.92
12,54141.38
12,40193.56
12,13487.5
12,28716.62
12,81069.74
12,10671.46
12,39154.41
12,84609.75
12,35614.14
12,28609.0
12,85676.09
12,166697.72
12,16795.07
12,63569.52
12,17880.04
12,31165.18
12,121470.12
12,43995.62
12,41864.0
12,12446.93
12,48876.91
12,62381.0
12,19256.51
12,14479.39
12,33497.1
12,40058.17
12,32696.55
12,17933.0
12,22403.61
12,68231.85
12,12080.36
12,57718.48
12,13832.52
12,67450.08
12,47983.72
12,59889.32
12,15366.58
12,14065.97
12,181376.38
12,18016.74
12,16702.92
12,37099.47
12,47275.64
12,31325.61
12,63787.12
12,49414.27
12,15014.06
12,85323.12
12,19842.0
12,54830.17
12,47893.23
12,28497.52
12,19131.59
12,34848.46
12,103958.12
12,121695.13
12,24041.67
12,49945.36
12,27433.06
12,32280.82
12,22366.22
12,20783.04
12,18054.72
12,22884.84
12,19124.58
12,32751.73
12,11551.12
12,22443.1
12,28591.28
12,47448.91
12,24738.86
12,58568.16
12,23820.76
12,34081.52
12,36913.8
12,68273.31
12,47135.72
12,10429.16
12,67182.76
12,21835.25
12,35819.83
12,14170.58
12,56721.18
12,42034.83
12,93676.95
12,15132.59
12,25764.32
12,106205.58
12,24323.2
12,32416.67
1,17516.16
1,22699.69
1,27932.0
1,13296.99
1,22496.85
1,35362.9
1,16955.3
1,42581.15
1,17744.78
1,66465.54
1,137438.84
1,12627.13
1,39984.6
1,63517.55
1,36599.46
1,14345.74
1,16131.88
1,15808.15
1,39764.56
1,17391.06
1,85242.8
1,19419.74
1,15984.24
1,72231.45
1,54928.05
1,78502.53
1,37947.8
1,49541.9
1,107317.32
1,43202.29
1,20707.94
1,14670.69
1,24500.27
1,10774.06
1,17445.37
1,68143.34
1,30035.22
1,20525.34
1,10374.82
1,36612.04
1,59221.57
1,33958.52
1,35873.69
1,57078.51
1,13608.44
1,13215.27
1,11691.35
1,15209.45
1,34228.3
1,80921.16
1,30646.95
1,13275.87
1,17359.7
1,34393.95
1,33668.55
1,37376.73
1,15334.15
1,74864.89
1,23058.41
1,19252.31
1,145156.23
1,39857.4
1,82043.47
1,10218.41
1,10914.54
1,19811.34
1,109955.9
1,17596.0
1,12657.33
1,39297.8
1,12265.69
1,20886.48
1,60879.18
1,31942.34
1,10377.62
1,61387.36
1,41051.86
1,12889.88
1,79827.55
1,28181.68
1,54523.83
1,12532.94
1,18438.07
1,11355.87
1,34547.4
1,35961.99
1,62937.08
1,17341.47
1,41596.99
1,18115.39
1,33735.58
1,130891.97
1,76077.62
1,103724.16
1,10213.69
1,23337.09
1,15318.89
1,27904.03
1,23852.51
1,15422.84
1,10329.78
1,13957.4
1,20041.24
1,55962.78
1,29371.79
1,11687.25
1,60671.09
1,11983.34
1,11293.56
1,55124.2
1,99043.34
1,22118.7
1,18374.35
1,57342.51
1,13213.73
1,35110.75
1,48412.8
1,72861.66
1,36321.69
1,14081.79
1,41651.01
1,27398.7
1,10479.64
1,71672.01
1,27962.54
1,32905.88
1,118957.83
1,18461.18
1,16089.4
1,26223.02
1,26943.78
1,14709.23
1,13915.16
1,39918.87
2,17239.86
2,11012.52
2,37785.87
2,24741.6
2,14051.43
2,70369.87
2,18799.82
2,31040.12
2,63996.04
2,60453.29
2,33036.92
2,10837.23
2,35870.49
2,66331.45
2,46829.12
2,114270.08
2,86132.01
2,77342.47
2,38065.42
2,28899.26
2,39903.33
2,145494.29
2,31280.62
2,12670.48
2,11782.92
2,86958.66
2,16056.11
2,62891.35
2,11197.76
2,21665.76
2,42065.78
2,18525.11
2,15251.2
2,24429.4
2,22815.39
2,10044.53
2,11068.7
2,73085.36
2,67392.25
2,17711.78
2,15647.59
2,36883.13
2,36562.46
2,36667.65
2,61350.19
2,58043.31
2,80990.37
2,35673.56
2,74956.08
2,37887.17
2,12996.54
2,14587.89
2,12258.35
2,20609.53
2,70151.05
2,117548.75
2,29878.54
2,12977.3
2,10871.95
2,16065.13
2,11428.25
2,12543.6
2,29590.34
2,21169.06
2,15747.17
2,149699.72
2,16060.11
2,36011.09
2,36163.65
2,47595.35
2,71013.56
2,37373.33
2,13759.36
2,16445.48
2,25005.25
2,22686.25
2,12612.94
2,32770.02
2,76866.41
2,65145.21
2,72548.7
2,31092.62
2,17304.81
2,21941.18
2,65075.71
2,37604.79
2,23922.06
2,75949.49
2,75224.27
2,14819.04
2,18671.75
2,14377.53
2,34655.18
